index,query,answer,subgraph_nodes,query_fig_name,answer_fig_name,main_relation,query_type,query_text,query_html,explanation_text,explanation_html
110,"(p,(Succession),(i,(p,(Result),(e,(PersonX do not have internet))),(p,(Result),(e,(PersonX do not believe in momentum)))))",PersonX history be with a meth-head in love,"['PersonX do not have internet', 'PersonX may not be the best person', 'PersonX do not believe in momentum', 'PersonX history be with a meth-head in love']",20220420-174733-batch-0-q-110.jpg,20220420-174733-batch-0-a-110.jpg,Succession,ip,PersonX do not have internet result in the event V1. the event V1 happens after the event V?. PersonX do not believe in momentum result in the event V1. What is the event V? ?,"<span style=""color:red;"">PersonX do not have internet</span> result in <span style=""color:red;"">the event V1</span>. <span style=""color:red;"">the event V1</span> happens after <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX do not believe in momentum</span> result in <span style=""color:red;"">the event V1</span>. What is the event V? ?",PersonX may not be the best person happens after PersonX history be with a meth-head in love. PersonX may not be the best person happens because PersonX history be with a meth-head in love. PersonX do not believe in momentum result in PersonX may not be the best person. PersonX do not have internet result in PersonX may not be the best person.,"<span style=""color:red;"">PersonX may not be the best person</span> happens after <span style=""color:red;"">PersonX history be with a meth-head in love</span>. <span style=""color:red;"">PersonX may not be the best person</span> happens because <span style=""color:red;"">PersonX history be with a meth-head in love</span>. <span style=""color:red;"">PersonX do not believe in momentum</span> result in <span style=""color:red;"">PersonX may not be the best person</span>. <span style=""color:red;"">PersonX do not have internet</span> result in <span style=""color:red;"">PersonX may not be the best person</span>."
111,"(p,(Succession),(i,(p,(Reason),(e,(PersonX will have nowhere))),(p,(Reason),(e,(PersonX still live)))))",PersonX never go to college,"['PersonX can not afford to live on own', 'PersonX will have nowhere', 'PersonX still live', 'PersonX never go to college']",20220420-174733-batch-0-q-111.jpg,20220420-174733-batch-0-a-111.jpg,Succession,ip,PersonX will have nowhere happens because the event V1. the event V1 happens after the event V?. PersonX still live happens because the event V1. What is the event V? ?,"<span style=""color:red;"">PersonX will have nowhere</span> happens because <span style=""color:red;"">the event V1</span>. <span style=""color:red;"">the event V1</span> happens after <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX still live</span> happens because <span style=""color:red;"">the event V1</span>. What is the event V? ?",PersonX will have nowhere happens because PersonX can not afford to live on own. PersonX will have nowhere happens because PersonX never go to college. PersonX still live happens because PersonX can not afford to live on own. PersonX can not afford to live on own happens after PersonX never go to college.,"<span style=""color:red;"">PersonX will have nowhere</span> happens because <span style=""color:red;"">PersonX can not afford to live on own</span>. <span style=""color:red;"">PersonX will have nowhere</span> happens because <span style=""color:red;"">PersonX never go to college</span>. <span style=""color:red;"">PersonX still live</span> happens because <span style=""color:red;"">PersonX can not afford to live on own</span>. <span style=""color:red;"">PersonX can not afford to live on own</span> happens after <span style=""color:red;"">PersonX never go to college</span>."
112,"(p,(Precedence),(i,(p,(Precedence),(e,(PersonY put PersonX on hold))),(p,(ChosenAlternative),(e,(PersonX go expect good food)))))",PersonY even acknowledge PersonX,"['PersonX go expect good food', 'PersonY put PersonX on hold', 'PersonX sit for minute', 'PersonY even acknowledge PersonX']",20220420-174733-batch-0-q-112.jpg,20220420-174733-batch-0-a-112.jpg,ChosenAlternative,ip,PersonY put PersonX on hold happens before the event V1. the event V1 happens before the event V?. PersonX go expect good food is a preferred alternative situation to the event V1. What is the event V? ?,"<span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">the event V1</span>. <span style=""color:red;"">the event V1</span> happens before <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">the event V1</span>. What is the event V? ?",PersonX sit for minute happens before PersonY even acknowledge PersonX. PersonX go expect good food is a preferred alternative situation to PersonX sit for minute. PersonY put PersonX on hold happens before PersonX sit for minute.,"<span style=""color:red;"">PersonX sit for minute</span> happens before <span style=""color:red;"">PersonY even acknowledge PersonX</span>. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">PersonX sit for minute</span>. <span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">PersonX sit for minute</span>."
113,"(p,(Precedence),(i,(p,(Precedence),(e,(PersonY put PersonX on hold))),(p,(ChosenAlternative),(e,(PersonX go expect good food)))))",PeopleX call PersonX back,"['PersonX go expect good food', 'PersonY put PersonX on hold', 'PersonX sit for minute', 'PeopleX call PersonX back']",20220420-174733-batch-0-q-113.jpg,20220420-174733-batch-0-a-113.jpg,ChosenAlternative,ip,PersonY put PersonX on hold happens before the event V1. the event V1 happens before the event V?. PersonX go expect good food is a preferred alternative situation to the event V1. What is the event V? ?,"<span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">the event V1</span>. <span style=""color:red;"">the event V1</span> happens before <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">the event V1</span>. What is the event V? ?",PersonX sit for minute happens before PeopleX call PersonX back. PersonX go expect good food is a preferred alternative situation to PersonX sit for minute. PersonY put PersonX on hold happens before PersonX sit for minute.,"<span style=""color:red;"">PersonX sit for minute</span> happens before <span style=""color:red;"">PeopleX call PersonX back</span>. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">PersonX sit for minute</span>. <span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">PersonX sit for minute</span>."
114,"(p,(Precedence),(i,(p,(Precedence),(e,(PersonY put PersonX on hold))),(p,(ChosenAlternative),(e,(PersonX go expect good food)))))",PersonX get up to leave,"['PersonX go expect good food', 'PersonY put PersonX on hold', 'PersonX sit for minute', 'PersonX get up to leave']",20220420-174733-batch-0-q-114.jpg,20220420-174733-batch-0-a-114.jpg,ChosenAlternative,ip,PersonY put PersonX on hold happens before the event V1. the event V1 happens before the event V?. PersonX go expect good food is a preferred alternative situation to the event V1. What is the event V? ?,"<span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">the event V1</span>. <span style=""color:red;"">the event V1</span> happens before <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">the event V1</span>. What is the event V? ?",PersonX sit for minute happens before PersonX get up to leave. PersonX sit for minute and PersonX get up to leave both happen. PersonX go expect good food is a preferred alternative situation to PersonX sit for minute. PersonY put PersonX on hold happens before PersonX sit for minute.,"<span style=""color:red;"">PersonX sit for minute</span> happens before <span style=""color:red;"">PersonX get up to leave</span>. <span style=""color:red;"">PersonX sit for minute</span> and <span style=""color:red;"">PersonX get up to leave</span> both happen. <span style=""color:red;"">PersonX go expect good food</span> is a preferred alternative situation to <span style=""color:red;"">PersonX sit for minute</span>. <span style=""color:red;"">PersonY put PersonX on hold</span> happens before <span style=""color:red;"">PersonX sit for minute</span>."
115,"(i,(p,(Reason),(p,(Reason),(e,(PeopleX be abuse by many)))),(p,(Reason),(e,(PersonX driver come up))))",PeopleX do not have a license,"['PersonX driver come up', 'PeopleX do not have a license', 'PeopleX be abuse by many', 'PeopleX have no rights']",20220420-174733-batch-0-q-115.jpg,20220420-174733-batch-0-a-115.jpg,Reason,pi,PeopleX be abuse by many happens because the event V0. the event V0 happens because the event V?. PersonX driver come up happens because the event V?. What is the event V? ?,"<span style=""color:red;"">PeopleX be abuse by many</span> happens because <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the event V0</span> happens because <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX driver come up</span> happens because <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonX driver come up and PeopleX do not have a license both happen. PersonX driver come up happens because PeopleX do not have a license. PeopleX have no rights happens because PeopleX do not have a license. PeopleX be abuse by many happens because PeopleX have no rights.,"<span style=""color:red;"">PersonX driver come up</span> and <span style=""color:red;"">PeopleX do not have a license</span> both happen. <span style=""color:red;"">PersonX driver come up</span> happens because <span style=""color:red;"">PeopleX do not have a license</span>. <span style=""color:red;"">PeopleX have no rights</span> happens because <span style=""color:red;"">PeopleX do not have a license</span>. <span style=""color:red;"">PeopleX be abuse by many</span> happens because <span style=""color:red;"">PeopleX have no rights</span>."
116,"(i,(p,(Result),(p,(Condition),(e,(it would hurt PersonX)))),(p,(Restatement),(e,(PersonY would look better with hair))))",PersonY do not look bad,"['PersonY would look better with hair', 'PersonY pretend not to care', 'it would hurt PersonX', 'PersonY do not look bad']",20220420-174733-batch-0-q-116.jpg,20220420-174733-batch-0-a-116.jpg,Restatement,pi,"When the event V0 happens, it would hurt PersonX can happen. the event V0 result in the event V?. the event V? restates PersonY would look better with hair. What is the event V? ?","When <span style=""color:red;"">the event V0</span> happens, <span style=""color:red;"">it would hurt PersonX</span> can happen. <span style=""color:red;"">the event V0</span> result in <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">the event V?</span> restates <span style=""color:red;"">PersonY would look better with hair</span>. What is the event V? ?","PersonY pretend not to care result in PersonY do not look bad. When PersonY pretend not to care happens, it would hurt PersonX can happen. PersonY do not look bad restates PersonY would look better with hair. PersonY would look better with hair and PersonY do not look bad share significant difference regarding some property.","<span style=""color:red;"">PersonY pretend not to care</span> result in <span style=""color:red;"">PersonY do not look bad</span>. When <span style=""color:red;"">PersonY pretend not to care</span> happens, <span style=""color:red;"">it would hurt PersonX</span> can happen. <span style=""color:red;"">PersonY do not look bad</span> restates <span style=""color:red;"">PersonY would look better with hair</span>. <span style=""color:red;"">PersonY would look better with hair</span> and <span style=""color:red;"">PersonY do not look bad</span> share significant difference regarding some property."
117,"(i,(p,(Condition),(p,(Restatement),(e,(the staff could be a bit friendlier)))),(p,(Condition),(e,(it may not be the place for PersonY))))",PersonY want a quick bite,"['a good place to go', 'it may not be the place for PersonY', 'the staff could be a bit friendlier', 'PersonY want a quick bite']",20220420-174733-batch-0-q-117.jpg,20220420-174733-batch-0-a-117.jpg,Restatement,pi,"the event V0 restates the staff could be a bit friendlier. When the event V? happens, the event V0 can happen. When the event V? happens, it may not be the place for PersonY can happen. What is the event V? ?","<span style=""color:red;"">the event V0</span> restates <span style=""color:red;"">the staff could be a bit friendlier</span>. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the event V0</span> can happen. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">it may not be the place for PersonY</span> can happen. What is the event V? ?","When PersonY want a quick bite happens, a good place to go can happen. the staff could be a bit friendlier and a good place to go share significant difference regarding some property. a good place to go restates the staff could be a bit friendlier. When PersonY want a quick bite happens, it may not be the place for PersonY can happen.","When <span style=""color:red;"">PersonY want a quick bite</span> happens, <span style=""color:red;"">a good place to go</span> can happen. <span style=""color:red;"">the staff could be a bit friendlier</span> and <span style=""color:red;"">a good place to go</span> share significant difference regarding some property. <span style=""color:red;"">a good place to go</span> restates <span style=""color:red;"">the staff could be a bit friendlier</span>. When <span style=""color:red;"">PersonY want a quick bite</span> happens, <span style=""color:red;"">it may not be the place for PersonY</span> can happen."
118,"(i,(p,(Exception),(p,(Contrast),(e,(PersonX can understand PeopleX desire)))),(p,(Exception),(e,(the message of map be divide))))",the europeans end up rule the rest of world,"['the message of map be divide', 'PersonX can understand PeopleX desire', 'PersonX can not help feel', 'the europeans end up rule the rest of world']",20220420-174733-batch-0-q-118.jpg,20220420-174733-batch-0-a-118.jpg,Exception,pi,PersonX can understand PeopleX desire and the event V0 share significant difference regarding some property. the event V? is an exception of the event V0. the event V? is an exception of the message of map be divide. What is the event V? ?,"<span style=""color:red;"">PersonX can understand PeopleX desire</span> and <span style=""color:red;"">the event V0</span> share significant difference regarding some property. <span style=""color:red;"">the event V?</span> is an exception of <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the event V?</span> is an exception of <span style=""color:red;"">the message of map be divide</span>. What is the event V? ?",PersonX can understand PeopleX desire and PersonX can not help feel share significant difference regarding some property. the europeans end up rule the rest of world is an exception of PersonX can not help feel. the europeans end up rule the rest of world is an exception of the message of map be divide.,"<span style=""color:red;"">PersonX can understand PeopleX desire</span> and <span style=""color:red;"">PersonX can not help feel</span> share significant difference regarding some property. <span style=""color:red;"">the europeans end up rule the rest of world</span> is an exception of <span style=""color:red;"">PersonX can not help feel</span>. <span style=""color:red;"">the europeans end up rule the rest of world</span> is an exception of <span style=""color:red;"">the message of map be divide</span>."
120,"(i,(p,(Result),(p,(Precedence),(e,(PersonY want to control it)))),(p,(Result),(e,(PersonY with pocket should give up a piece of land))))",PeopleX have something of own,"['PeopleX have something of own', 'PersonY with pocket should give up a piece of land', 'PersonX give it to family', 'PersonY want to control it']",20220420-174733-batch-0-q-120.jpg,20220420-174733-batch-0-a-120.jpg,Precedence,pi,PersonY want to control it happens before the event V0. the event V0 result in the event V?. PersonY with pocket should give up a piece of land result in the event V?. What is the event V? ?,"<span style=""color:red;"">PersonY want to control it</span> happens before <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the event V0</span> result in <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonY with pocket should give up a piece of land</span> result in <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonX give it to family result in PeopleX have something of own. PersonY with pocket should give up a piece of land result in PeopleX have something of own. PersonY want to control it happens before PersonX give it to family.,"<span style=""color:red;"">PersonX give it to family</span> result in <span style=""color:red;"">PeopleX have something of own</span>. <span style=""color:red;"">PersonY with pocket should give up a piece of land</span> result in <span style=""color:red;"">PeopleX have something of own</span>. <span style=""color:red;"">PersonY want to control it</span> happens before <span style=""color:red;"">PersonX give it to family</span>."
121,"(i,(p,(Condition),(p,(Alternative),(e,(PeopleX could be like a safe place for other)))),(p,(Condition),(e,(the tide will come back))))",PersonX just give it a chance,"['PeopleX could have a good life', 'PersonX just give it a chance', 'the tide will come back', 'PeopleX could be like a safe place for other']",20220420-174733-batch-0-q-121.jpg,20220420-174733-batch-0-a-121.jpg,Alternative,pi,"PeopleX could be like a safe place for other is an alternative situation to the event V0. When the event V? happens, the event V0 can happen. When the event V? happens, the tide will come back can happen. What is the event V? ?","<span style=""color:red;"">PeopleX could be like a safe place for other</span> is an alternative situation to <span style=""color:red;"">the event V0</span>. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the event V0</span> can happen. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the tide will come back</span> can happen. What is the event V? ?","When PersonX just give it a chance happens, the tide will come back can happen. When PersonX just give it a chance happens, PeopleX could have a good life can happen. PeopleX could be like a safe place for other is an alternative situation to PeopleX could have a good life.","When <span style=""color:red;"">PersonX just give it a chance</span> happens, <span style=""color:red;"">the tide will come back</span> can happen. When <span style=""color:red;"">PersonX just give it a chance</span> happens, <span style=""color:red;"">PeopleX could have a good life</span> can happen. <span style=""color:red;"">PeopleX could be like a safe place for other</span> is an alternative situation to <span style=""color:red;"">PeopleX could have a good life</span>."
122,"(i,(p,(Condition),(p,(Alternative),(e,(PeopleX could be like a safe place for other)))),(p,(Condition),(e,(the tide will come back))))",PersonY just give it a chance,"['PeopleX could have a good life', 'the tide will come back', 'PersonY just give it a chance', 'PeopleX could be like a safe place for other']",20220420-174733-batch-0-q-122.jpg,20220420-174733-batch-0-a-122.jpg,Alternative,pi,"PeopleX could be like a safe place for other is an alternative situation to the event V0. When the event V? happens, the event V0 can happen. When the event V? happens, the tide will come back can happen. What is the event V? ?","<span style=""color:red;"">PeopleX could be like a safe place for other</span> is an alternative situation to <span style=""color:red;"">the event V0</span>. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the event V0</span> can happen. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the tide will come back</span> can happen. What is the event V? ?","When PersonY just give it a chance happens, PeopleX could have a good life can happen. When PersonY just give it a chance happens, the tide will come back can happen. PeopleX could be like a safe place for other is an alternative situation to PeopleX could have a good life.","When <span style=""color:red;"">PersonY just give it a chance</span> happens, <span style=""color:red;"">PeopleX could have a good life</span> can happen. When <span style=""color:red;"">PersonY just give it a chance</span> happens, <span style=""color:red;"">the tide will come back</span> can happen. <span style=""color:red;"">PeopleX could be like a safe place for other</span> is an alternative situation to <span style=""color:red;"">PeopleX could have a good life</span>."
123,"(i,(p,(Precedence),(p,(Reason),(e,(the safe network could not provide individualized minigame)))),(p,(Precedence),(e,(the safe network could not provide individualized minigame))))",the minigame be complete,"['the safe network could not provide individualized minigame', 'the individual minigame datum would not be accessible', 'the minigame be complete']",20220420-174733-batch-0-q-123.jpg,20220420-174733-batch-0-a-123.jpg,Precedence,pi,the safe network could not provide individualized minigame happens because the event V0. the safe network could not provide individualized minigame happens before the event V?. the event V0 happens before the event V?. What is the event V? ?,"<span style=""color:red;"">the safe network could not provide individualized minigame</span> happens because <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the safe network could not provide individualized minigame</span> happens before <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">the event V0</span> happens before <span style=""color:red;"">the event V?</span>. What is the event V? ?",the individual minigame datum would not be accessible happens before the minigame be complete. the safe network could not provide individualized minigame happens because the individual minigame datum would not be accessible. the safe network could not provide individualized minigame happens before the minigame be complete.,"<span style=""color:red;"">the individual minigame datum would not be accessible</span> happens before <span style=""color:red;"">the minigame be complete</span>. <span style=""color:red;"">the safe network could not provide individualized minigame</span> happens because <span style=""color:red;"">the individual minigame datum would not be accessible</span>. <span style=""color:red;"">the safe network could not provide individualized minigame</span> happens before <span style=""color:red;"">the minigame be complete</span>."
124,"(i,(p,(Condition),(p,(Condition),(e,(it do go down the way)))),(p,(Concession),(e,(PersonY utter a exclamation of anger))))",PersonY have fall to ground,"['PersonY would have be kill instantly', 'PersonY have fall to ground', 'PersonY utter a exclamation of anger', 'it do go down the way']",20220420-174733-batch-0-q-124.jpg,20220420-174733-batch-0-a-124.jpg,Concession,pi,"When the event V0 happens, it do go down the way can happen. When the event V? happens, the event V0 can happen. the event V? happens although PersonY utter a exclamation of anger. What is the event V? ?","When <span style=""color:red;"">the event V0</span> happens, <span style=""color:red;"">it do go down the way</span> can happen. When <span style=""color:red;"">the event V?</span> happens, <span style=""color:red;"">the event V0</span> can happen. <span style=""color:red;"">the event V?</span> happens although <span style=""color:red;"">PersonY utter a exclamation of anger</span>. What is the event V? ?","When PersonY have fall to ground happens, PersonY would have be kill instantly can happen. PersonY have fall to ground happens although PersonY utter a exclamation of anger. When PersonY would have be kill instantly happens, it do go down the way can happen.","When <span style=""color:red;"">PersonY have fall to ground</span> happens, <span style=""color:red;"">PersonY would have be kill instantly</span> can happen. <span style=""color:red;"">PersonY have fall to ground</span> happens although <span style=""color:red;"">PersonY utter a exclamation of anger</span>. When <span style=""color:red;"">PersonY would have be kill instantly</span> happens, <span style=""color:red;"">it do go down the way</span> can happen."
125,"(i,(p,(Reason),(p,(Reason),(e,(PeopleX just leave)))),(p,(Reason),(e,(PeopleX eat PeopleY greedily))))",PeopleX have nothing else,"['PeopleX have nothing else', 'PeopleX just leave', 'PeopleX have no chance at all', 'PeopleX eat PeopleY greedily']",20220420-174733-batch-0-q-125.jpg,20220420-174733-batch-0-a-125.jpg,Reason,pi,PeopleX just leave happens because the event V0. the event V0 happens because the event V?. PeopleX eat PeopleY greedily happens because the event V?. What is the event V? ?,"<span style=""color:red;"">PeopleX just leave</span> happens because <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the event V0</span> happens because <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PeopleX eat PeopleY greedily</span> happens because <span style=""color:red;"">the event V?</span>. What is the event V? ?",PeopleX just leave happens because PeopleX have no chance at all. PeopleX eat PeopleY greedily happens because PeopleX have nothing else. PeopleX have no chance at all happens because PeopleX have nothing else.,"<span style=""color:red;"">PeopleX just leave</span> happens because <span style=""color:red;"">PeopleX have no chance at all</span>. <span style=""color:red;"">PeopleX eat PeopleY greedily</span> happens because <span style=""color:red;"">PeopleX have nothing else</span>. <span style=""color:red;"">PeopleX have no chance at all</span> happens because <span style=""color:red;"">PeopleX have nothing else</span>."
126,"(i,(p,(Result),(p,(Result),(e,(PersonY would not go back to stop yourself from exist)))),(p,(Result),(e,(PersonY would not go back to stop yourself from exist))))",PersonY would go back to stop yourself from exist,"['PersonY would go back to stop yourself from exist', 'PersonY would not go back to stop yourself from exist', 'PersonY would exist']",20220420-174733-batch-0-q-126.jpg,20220420-174733-batch-0-a-126.jpg,Result,pi,PersonY would not go back to stop yourself from exist result in the event V0. PersonY would not go back to stop yourself from exist result in the event V?. the event V0 result in the event V?. What is the event V? ?,"<span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">the event V0</span> result in <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonY would not go back to stop yourself from exist result in PersonY would go back to stop yourself from exist. PersonY would not go back to stop yourself from exist result in PersonY would exist. PersonY would go back to stop yourself from exist result in PersonY would not go back to stop yourself from exist. PersonY would go back to stop yourself from exist result in PersonY would exist. PersonY would exist result in PersonY would go back to stop yourself from exist. PersonY would exist result in PersonY would not go back to stop yourself from exist.,"<span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would exist</span>. <span style=""color:red;"">PersonY would go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would exist</span>. <span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>."
127,"(i,(p,(Result),(p,(Result),(e,(PersonY would not go back to stop yourself from exist)))),(p,(Result),(e,(PersonY would not go back to stop yourself from exist))))",PersonY would exist,"['PersonY would not go back to stop yourself from exist', 'PersonY would go back to stop yourself from exist', 'PersonY would exist']",20220420-174733-batch-0-q-127.jpg,20220420-174733-batch-0-a-127.jpg,Result,pi,PersonY would not go back to stop yourself from exist result in the event V0. PersonY would not go back to stop yourself from exist result in the event V?. the event V0 result in the event V?. What is the event V? ?,"<span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">the event V0</span> result in <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonY would exist result in PersonY would go back to stop yourself from exist. PersonY would exist result in PersonY would not go back to stop yourself from exist. PersonY would not go back to stop yourself from exist result in PersonY would go back to stop yourself from exist. PersonY would not go back to stop yourself from exist result in PersonY would exist. PersonY would go back to stop yourself from exist result in PersonY would not go back to stop yourself from exist. PersonY would go back to stop yourself from exist result in PersonY would exist.,"<span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would exist</span>. <span style=""color:red;"">PersonY would go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would exist</span>."
128,"(i,(p,(Result),(p,(Result),(e,(PersonY would not go back to stop yourself from exist)))),(p,(Result),(e,(PersonY would not go back to stop yourself from exist))))",PersonY would not exist,"['PersonY would not go back to stop yourself from exist', 'PersonY would not exist', 'PersonY would exist']",20220420-174733-batch-0-q-128.jpg,20220420-174733-batch-0-a-128.jpg,Result,pi,PersonY would not go back to stop yourself from exist result in the event V0. PersonY would not go back to stop yourself from exist result in the event V?. the event V0 result in the event V?. What is the event V? ?,"<span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">the event V0</span> result in <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonY would not exist result in PersonY would exist. PersonY would not exist result in PersonY would not go back to stop yourself from exist. PersonY would not go back to stop yourself from exist result in PersonY would not exist. PersonY would not go back to stop yourself from exist result in PersonY would exist. PersonY would exist result in PersonY would not exist. PersonY would exist result in PersonY would not go back to stop yourself from exist.,"<span style=""color:red;"">PersonY would not exist</span> result in <span style=""color:red;"">PersonY would exist</span>. <span style=""color:red;"">PersonY would not exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would not exist</span>. <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span> result in <span style=""color:red;"">PersonY would exist</span>. <span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would not exist</span>. <span style=""color:red;"">PersonY would exist</span> result in <span style=""color:red;"">PersonY would not go back to stop yourself from exist</span>."
129,"(i,(p,(Reason),(p,(Reason),(e,(PersonX could not keep take it)))),(p,(Succession),(e,(PersonX have to move back to hometown))))",PersonX could not find a job,"['PersonX could not afford a car', 'PersonX could not keep take it', 'PersonX could not find a job', 'PersonX have to move back to hometown']",20220420-174733-batch-0-q-129.jpg,20220420-174733-batch-0-a-129.jpg,Succession,pi,PersonX could not keep take it happens because the event V0. the event V0 happens because the event V?. PersonX have to move back to hometown happens after the event V?. What is the event V? ?,"<span style=""color:red;"">PersonX could not keep take it</span> happens because <span style=""color:red;"">the event V0</span>. <span style=""color:red;"">the event V0</span> happens because <span style=""color:red;"">the event V?</span>. <span style=""color:red;"">PersonX have to move back to hometown</span> happens after <span style=""color:red;"">the event V?</span>. What is the event V? ?",PersonX could not keep take it happens because PersonX could not find a job. PersonX could not keep take it happens because PersonX could not afford a car. PersonX could not afford a car happens because PersonX could not find a job. PersonX have to move back to hometown happens after PersonX could not find a job.,"<span style=""color:red;"">PersonX could not keep take it</span> happens because <span style=""color:red;"">PersonX could not find a job</span>. <span style=""color:red;"">PersonX could not keep take it</span> happens because <span style=""color:red;"">PersonX could not afford a car</span>. <span style=""color:red;"">PersonX could not afford a car</span> happens because <span style=""color:red;"">PersonX could not find a job</span>. <span style=""color:red;"">PersonX have to move back to hometown</span> happens after <span style=""color:red;"">PersonX could not find a job</span>."
